enhedsnummer,cvrnummer,felttype,branchekode,branchetekst,gyldigfra,gyldigtil
4000330372,10246415,bibranche3,467310,"Engroshandel med træ, trælast og byggematerialer",2008-01-02,2200-01-01
4000330372,10246415,hovedbranche,239910,Fremstilling af asfalt og tagpap,2008-01-01,2200-01-01
4000803651,10250528,hovedbranche,682040,Udlejning af erhvervsejendomme,2013-01-01,2200-01-01
4000805085,10255112,hovedbranche,941200,Faglige sammenslutninger,2008-01-01,2014-06-30
4000805085,10255112,hovedbranche,941200,Faglige sammenslutninger,2014-07-01,2200-01-01
3553093,10262380,hovedbranche,889910,"Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål",2008-01-01,2200-01-01
4000796299,10268311,hovedbranche,682040,Udlejning af erhvervsejendomme,2008-01-01,2200-01-01
701041,10268893,bibranche1,931100,Drift af sportsanlæg,2008-01-01,2200-01-01
701041,10268893,bibranche2,553000,Campingpladser,2008-01-01,2200-01-01
701041,10268893,hovedbranche,910400,Botaniske og zoologiske haver samt naturreservater,2008-01-01,2200-01-01
2443961,10269091,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
4000796336,10269776,hovedbranche,463420,Engroshandel med vin og spiritus,2008-01-01,2200-01-01
4000796348,10270278,hovedbranche,432200,VVS- og blikkenslagerforretninger,2008-01-01,2200-01-01
5740614,10275180,hovedbranche,773300,"Udlejning af kontormaskiner og -udstyr, computere og it-udstyr",2008-01-01,2200-01-01
4000797186,10276802,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2012-01-01,2200-01-01
4000797229,10278902,hovedbranche,421100,Anlæg af veje og motorveje,2014-01-01,2015-08-25
4000797242,10279488,bibranche1,477110,Tøjforretninger,2008-01-01,2200-01-01
4000797242,10279488,hovedbranche,464210,Engroshandel med beklædning,2008-01-01,2200-01-01
4000797253,10280087,hovedbranche,467400,"Engroshandel med isenkram, varmeanlæg og tilbehør",2008-01-01,2200-01-01
2718237,10280680,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-01-01,2200-01-01
4000796790,10281806,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-02,2200-01-01
2540658,10282136,hovedbranche,682040,Udlejning af erhvervsejendomme,2010-05-21,2200-01-01
370162,10285372,hovedbranche,331500,Reparation og vedligeholdelse af skibe og både,2008-01-01,2200-01-01
4000796934,10290147,bibranche1,464990,Engroshandel med andre husholdningsartikler,2008-01-02,2200-01-01
4000796934,10290147,hovedbranche,329100,Fremstilling af koste og børster,2008-01-01,2200-01-01
1716908,10290511,bibranche1,467500,Engroshandel med kemiske produkter,2008-01-02,2200-01-01
1716908,10290511,hovedbranche,201100,Fremstilling af industrigasser,2008-01-01,2200-01-01
4000798284,10290813,hovedbranche,465100,"Engroshandel med computere, ydre enheder og software",2008-01-01,2200-01-01
4000798285,10290937,hovedbranche,102020,"Forarbejdning og konservering af fisk, krebsdyr og bløddyr, undtagen fiskemel",2008-01-01,2018-05-02
825433,10294673,hovedbranche,162300,Fremstilling af bygningstømmer og snedkeriartikler i øvrigt,2013-01-01,2200-01-01
4732174,10298644,hovedbranche,256200,Maskinforarbejdning,2008-01-01,2200-01-01
4000341537,10300207,hovedbranche,613000,Satellitbaseret telekommunikation,2008-01-01,2200-01-01
4000797694,10302900,bibranche1,682040,Udlejning af erhvervsejendomme,2008-01-02,2200-01-01
4000797694,10302900,hovedbranche,477210,Skotøjsforretninger,2008-01-01,2200-01-01
4000797704,10303184,hovedbranche,464700,"Engroshandel med møbler, tæpper og belysningsartikler",2011-01-01,2200-01-01
4000797767,10306043,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-01-01,2200-01-01
3002763,10306175,hovedbranche,463890,Specialiseret engroshandel med fødevarer i.a.n.,2008-01-01,2200-01-01
4416622,10306442,hovedbranche,643030,Investeringsselskaber,2008-01-01,2200-01-01
5445438,10306906,hovedbranche,643030,Investeringsselskaber,2008-01-01,2200-01-01
4000797788,10307074,bibranche1,81200,Grus- og sandgravning: indvinding af ler og kaolin,2008-01-02,2200-01-01
4000797788,10307074,bibranche2,712020,Teknisk afprøvning og kontrol,2014-09-08,2200-01-01
4000797788,10307074,hovedbranche,439990,"Anden bygge- og anlægsvirksomhed, som kræver specialisering",2014-09-08,2200-01-01
4000797788,10307074,hovedbranche,422100,Anlæg af ledningsnet til væsker,2014-01-01,2014-09-07
4000799171,10309506,hovedbranche,222900,Fremstilling af andre plastprodukter,2008-01-01,2200-01-01
4000799242,10313082,hovedbranche,464620,Engroshandel med læge- og hospitalsartikler,2008-01-01,2200-01-01
969562,10314038,bibranche1,463810,Engroshandel med fisk og fiskeprodukter,2008-01-02,2200-01-01
969562,10314038,hovedbranche,102020,"Forarbejdning og konservering af fisk, krebsdyr og bløddyr, undtagen fiskemel",2008-01-01,2200-01-01
5813738,10314631,bibranche1,682040,Udlejning af erhvervsejendomme,2008-01-02,2200-01-01
5813738,10314631,hovedbranche,411000,Gennemførelse af byggeprojekter,2008-01-01,2200-01-01
4000799272,10314682,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
2961842,10315700,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
4000799324,10317487,bibranche1,464620,Engroshandel med læge- og hospitalsartikler,2008-01-01,2200-01-01
4000799324,10317487,hovedbranche,464610,Engroshandel med medicinalvarer og sygeplejeartikler,2008-01-01,2200-01-01
4000330401,10317630,hovedbranche,631100,"Databehandling, webhosting og lignende serviceydelser",2009-01-01,2200-01-01
4000799882,10319641,bibranche1,682040,Udlejning af erhvervsejendomme,2018-01-01,2019-01-09
4000799882,10319641,hovedbranche,503000,Transport af passagerer ad indre vandveje,2008-01-01,2019-01-09
4514085,10321697,hovedbranche,310200,Fremstilling af køkkenmøbler,2008-01-01,2015-04-22
4000799985,10325285,hovedbranche,522920,Speditører,2008-01-01,2200-01-01
257188,10325641,bibranche1,682040,Udlejning af erhvervsejendomme,2010-09-01,2200-01-01
257188,10325641,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2008-01-01,2200-01-01
4000799992,10325838,hovedbranche,464990,Engroshandel med andre husholdningsartikler,2008-01-01,2200-01-01
4000800017,10327172,hovedbranche,464210,Engroshandel med beklædning,2008-01-01,2200-01-01
4000330412,10332834,hovedbranche,502000,Sø- og kysttransport af gods,2008-01-01,2200-01-01
4000801412,10343216,hovedbranche,205300,Fremstilling af æteriske olier,2010-01-01,2200-01-01
4000452391,10352282,hovedbranche,620900,Anden it-servicevirksomhed,2008-01-01,2015-07-31
4809420,10354439,hovedbranche,773900,"Udlejning og leasing af andet materiel, udstyr og andre materielle aktiver i.a.n.",2008-01-01,2200-01-01
182901,10355583,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
4000802148,10360641,hovedbranche,475220,Byggemarkeder og værktøjsmagasiner,2008-01-01,2200-01-01
4000802156,10360897,hovedbranche,462100,"Engroshandel med korn, uforarbejdet tobak, såsæd og foderstoffer",2008-01-01,2200-01-01
4000802170,10361990,hovedbranche,581200,Udgivelse af telefonbøger og adresselister,2008-01-01,2200-01-01
3284991,10363977,bibranche1,683210,Administration af fast ejendom på kontraktbasis,2010-01-01,2015-12-31
3284991,10363977,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2015-12-31
3284991,10363977,hovedbranche,683210,Administration af fast ejendom på kontraktbasis,2016-01-01,2200-01-01
2362600,10367735,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
3674202,10369703,hovedbranche,682040,Udlejning af erhvervsejendomme,2008-01-01,2200-01-01
4000330422,10373816,bibranche1,89100,Indvinding af mineraler til fremstilling af kemiske produkter og gødningsstoffer,2008-01-02,2200-01-01
4000330422,10373816,bibranche2,99000,Serviceydelser i forbindelse med anden råstofindvinding,2008-01-01,2200-01-01
4000330422,10373816,hovedbranche,192000,Fremstilling af raffinerede mineralolieprodukter,2008-01-01,2200-01-01
342813,10376084,bibranche1,469000,Ikke-specialiseret engroshandel,2008-01-02,2200-01-01
342813,10376084,hovedbranche,289200,Fremstilling af maskiner til råstofindvindingsindustrien samt bygge og anlæg,2008-01-01,2200-01-01
1038692,10376718,bibranche1,553000,Campingpladser,2008-01-01,2015-12-31
1038692,10376718,bibranche1,471900,Anden detailhandel fra ikke-specialiserede forretninger,2016-01-01,2200-01-01
1038692,10376718,bibranche2,581410,Udgivelse af ugeblade og magasiner,2008-01-01,2200-01-01
1038692,10376718,bibranche3,791100,Rejsebureauer,2008-01-01,2200-01-01
1038692,10376718,hovedbranche,949900,Andre organisationer og foreninger i.a.n.,2008-01-01,2200-01-01
4000423944,10395933,bibranche1,682030,Anden udlejning af boliger,2008-01-02,2200-01-01
4000423944,10395933,hovedbranche,682040,Udlejning af erhvervsejendomme,2008-01-01,2200-01-01
4000796037,10400686,hovedbranche,522920,Speditører,2008-01-01,2200-01-01
2160710,10403782,bibranche1,281110,Fremstilling af vindmøller og dele hertil,1986-09-01,2200-01-01
2160710,10403782,hovedbranche,721900,Anden forskning og eksperimentel udvikling inden for naturvidenskab og teknik,2008-01-01,2200-01-01
4000713551,10404916,bibranche1,561010,Restauranter,2008-01-02,2200-01-01
4000713551,10404916,hovedbranche,932100,Forlystelsesparker o.l.,2008-01-01,2200-01-01
4000795951,10405173,hovedbranche,102020,"Forarbejdning og konservering af fisk, krebsdyr og bløddyr, undtagen fiskemel",2008-01-01,2200-01-01
288890,10405475,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2008-01-01,2200-01-01
2081613,10407702,bibranche1,682040,Udlejning af erhvervsejendomme,2008-01-02,2200-01-01
2081613,10407702,hovedbranche,682030,Anden udlejning af boliger,2008-01-01,2200-01-01
2261700,10413141,bibranche1,11100,"Dyrkning af korn (undtagen ris), bælgfrugter og olieholdige frø",2013-01-01,2200-01-01
2261700,10413141,hovedbranche,682040,Udlejning af erhvervsejendomme,2008-01-01,2200-01-01
4000403179,10413494,hovedbranche,602000,Tv-virksomhed,2008-01-01,2200-01-01
4000796523,10416698,bibranche1,325000,Fremstilling af medicinske og dentale instrumenter samt udstyr hertil,2017-01-01,2200-01-01
4000796523,10416698,hovedbranche,469000,Ikke-specialiseret engroshandel,2008-01-01,2200-01-01
4000728876,10417430,bibranche1,222900,Fremstilling af andre plastprodukter,2008-01-02,2200-01-01
4000728876,10417430,hovedbranche,222200,Fremstilling af plastemballage,2008-01-01,2200-01-01
2486813,10420644,hovedbranche,464700,"Engroshandel med møbler, tæpper og belysningsartikler",2012-01-01,2200-01-01
4000798457,10422345,hovedbranche,289300,"Fremstilling af maskiner til føde-, drikke- og tobaksvareindustrien",2008-01-01,2200-01-01
4000373911,10423988,hovedbranche,310100,Fremstilling af kontor- og butiksmøbler,2008-01-01,2200-01-01
4000798512,10425379,hovedbranche,631100,"Databehandling, webhosting og lignende serviceydelser",2008-01-01,2200-01-01
4000798626,10430410,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2016-01-01,2200-01-01
4000798626,10430410,hovedbranche,642010,Finansielle holdingselskaber,2008-01-01,2015-12-31
4000798660,10432391,hovedbranche,463900,"Ikke-specialiseret engroshandel med føde-, drikke- og tobaksvarer",2008-01-01,2200-01-01
4000330433,10432928,bibranche1,682030,Anden udlejning af boliger,2008-01-01,2200-01-01
4000330433,10432928,bibranche2,811000,Kombinerede serviceydelser,2008-01-01,2200-01-01
4000330433,10432928,hovedbranche,682040,Udlejning af erhvervsejendomme,2008-01-01,2200-01-01
4000330435,10440831,bibranche1,11300,"Dyrkning af grøntsager og meloner, rødder og rodknolde",2017-04-01,2200-01-01
4000330435,10440831,hovedbranche,463100,Engroshandel med frugt og grøntsager,2008-01-01,2200-01-01
4000800079,10455537,bibranche1,563000,"Cafeér, værtshuse, diskoteker mv.",2008-01-02,2200-01-01
4000800079,10455537,bibranche2,682040,Udlejning af erhvervsejendomme,2019-01-01,2200-01-01
4000800079,10455537,hovedbranche,910200,Museer,2008-01-01,2200-01-01
4000800118,10458048,hovedbranche,773200,Udlejning og leasing af entreprenørmateriel,2008-01-01,2200-01-01
4000800122,10458374,hovedbranche,469000,Ikke-specialiseret engroshandel,2008-01-01,2200-01-01
2137232,10466105,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2015-12-31
2137232,10466105,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2016-01-01,2200-01-01
4000799545,10466148,bibranche1,467400,"Engroshandel med isenkram, varmeanlæg og tilbehør",2008-01-02,2017-09-01
4000799545,10466148,bibranche2,162900,"Fremstilling af andre træprodukter: fremstilling af varer af kork, strå og flettematerialer",2008-01-02,2017-09-01
4000799545,10466148,bibranche3,257300,Fremstilling af håndværktøj,2008-01-02,2017-09-01
4000799545,10466148,hovedbranche,464990,Engroshandel med andre husholdningsartikler,2008-01-01,2017-09-01
4000800602,10467489,bibranche1,551010,Hoteller,2008-01-02,2200-01-01
4000800602,10467489,bibranche2,552000,Ferieboliger og andre indlogeringsfaciliteter til kortvarige ophold,2008-01-01,2200-01-01
4000800602,10467489,bibranche3,682040,Udlejning af erhvervsejendomme,2017-01-01,2200-01-01
4000800602,10467489,hovedbranche,931100,Drift af sportsanlæg,2008-01-01,2200-01-01
4000330437,10467594,hovedbranche,467100,"Engroshandel med fast, flydende og luftformigt brændstof og lignende varer",2008-01-01,2200-01-01
282267,10476747,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
5597662,10477530,hovedbranche,439990,"Anden bygge- og anlægsvirksomhed, som kræver specialisering",2008-01-01,2200-01-01
4000803586,10502306,bibranche1,467310,"Engroshandel med træ, trælast og byggematerialer",2008-01-02,2200-01-01
4000803586,10502306,bibranche2,234900,Fremstilling af andre keramiske produkter,2008-01-02,2200-01-01
4000803586,10502306,hovedbranche,233200,"Fremstilling af mursten, teglsten og byggematerialer af brændt ler",2008-01-01,2200-01-01
4000803601,10503248,hovedbranche,522920,Speditører,2008-01-01,2200-01-01
3180411,10503698,hovedbranche,412000,Opførelse af bygninger,2008-01-01,2200-01-01
1925934,10504473,hovedbranche,453100,Engroshandel med reservedele og tilbehør til motorkøretøjer,2013-01-01,2200-01-01
4000804236,10504570,hovedbranche,14920,Avl af pelsdyr mv.,2014-01-01,2200-01-01
4000804237,10504708,bibranche1,466900,Engroshandel med andre maskiner og andet udstyr,2015-01-09,2017-12-31
4000804237,10504708,bibranche1,243300,Koldbehandling,2018-01-01,2200-01-01
4000804237,10504708,hovedbranche,466900,Engroshandel med andre maskiner og andet udstyr,2012-01-01,2014-12-31
4000804237,10504708,hovedbranche,466900,Engroshandel med andre maskiner og andet udstyr,2018-01-01,2200-01-01
4000804237,10504708,hovedbranche,243300,Koldbehandling,2015-01-01,2017-12-31
4000804249,10505194,hovedbranche,642020,Ikke-finansielle holdingselskaber,2009-01-01,2200-01-01
4000803770,10509947,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
4000803781,10510732,hovedbranche,465100,"Engroshandel med computere, ydre enheder og software",2008-01-01,2200-01-01
4000806170,10525675,hovedbranche,683110,Ejendomsmæglere mv.,2008-01-01,2018-08-28
4000795458,10531837,bibranche1,682040,Udlejning af erhvervsejendomme,2008-01-02,2200-01-01
4000795458,10531837,hovedbranche,251100,Fremstilling af metalkonstruktioner og dele heraf,2008-01-01,2200-01-01
4000795475,10532736,hovedbranche,639100,Pressebureauer,2008-01-01,2200-01-01
4000330448,10538130,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
4000806896,10549744,hovedbranche,532000,Andre post- og kurertjenester,2008-01-01,2200-01-01
4000806900,10549949,hovedbranche,463100,Engroshandel med frugt og grøntsager,2008-01-01,2200-01-01
4000807533,10551307,hovedbranche,101190,Forarbejdning af andet kød,2008-01-01,2200-01-01
2246970,10557240,bibranche1,682040,Udlejning af erhvervsejendomme,2008-01-01,2200-01-01
2246970,10557240,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
3321080,10562546,hovedbranche,439100,Tagdækningsvirksomhed,2008-01-01,2200-01-01
4000805406,10568935,hovedbranche,412000,Opførelse af bygninger,2008-01-01,2200-01-01
4000805775,10574331,hovedbranche,462200,Engroshandel med blomster og planter,2008-01-01,2200-01-01
4000808010,10580072,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2015-01-01,2200-01-01
4000808010,10580072,hovedbranche,462400,"Engroshandel med huder, skind og læder",2008-01-01,2014-12-31
2337773,10582989,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2015-12-31
2337773,10582989,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2016-01-01,2200-01-01
4000807844,10601134,bibranche1,469000,Ikke-specialiseret engroshandel,2008-01-02,2200-01-01
4000807844,10601134,hovedbranche,466900,Engroshandel med andre maskiner og andet udstyr,2008-01-01,2200-01-01
4000808857,10604001,hovedbranche,256200,Maskinforarbejdning,2008-01-01,2200-01-01
4000812027,10611342,hovedbranche,282900,Fremstilling af andre maskiner til generelle formål i.a.n.,2008-01-01,2200-01-01
4000812331,10613779,hovedbranche,829100,Inkassovirksomhed og kreditoplysning,2008-01-01,2200-01-01
4000812348,10615291,bibranche1,466900,Engroshandel med andre maskiner og andet udstyr,2008-01-01,2200-01-01
4000812348,10615291,hovedbranche,465210,Engroshandel med elektronisk udstyr,2008-01-01,2200-01-01
4000814612,10619246,hovedbranche,467500,Engroshandel med kemiske produkter,2013-01-01,2200-01-01
4000660451,10621577,bibranche1,682040,Udlejning af erhvervsejendomme,2016-07-01,2200-01-01
4000660451,10621577,hovedbranche,421100,Anlæg af veje og motorveje,2014-01-01,2200-01-01
