cvrnummer,formkode,kortbeskrivelse,langbeskrivelse,gyldigfra,gyldigtil
13478805,60,A/S,Aktieselskab,2004-06-30,2200-01-01
15013583,60,A/S,Aktieselskab,1991-01-01,2200-01-01
14384235,60,A/S,Aktieselskab,1990-07-01,2200-01-01
52159113,60,A/S,Aktieselskab,1961-05-25,2200-01-01
14405879,60,A/S,Aktieselskab,1990-07-01,2200-01-01
14112375,60,A/S,Aktieselskab,1990-03-27,2200-01-01
10403782,60,A/S,Aktieselskab,1986-09-01,2200-01-01
20222670,60,A/S,Aktieselskab,1997-08-15,2200-01-01
13552649,60,A/S,Aktieselskab,1989-07-01,2200-01-01
62857013,60,A/S,Aktieselskab,1963-02-18,2200-01-01
70570815,60,A/S,Aktieselskab,1982-12-02,2014-12-15
92405451,60,A/S,Aktieselskab,1985-03-01,2200-01-01
14458514,60,A/S,Aktieselskab,1969-12-15,2200-01-01
49655118,60,A/S,Aktieselskab,1974-04-29,2200-01-01
20749601,60,A/S,Aktieselskab,1998-01-21,2200-01-01
18598442,60,A/S,Aktieselskab,1995-05-31,2200-01-01
36669616,60,A/S,Aktieselskab,1971-02-08,2200-01-01
17026518,60,A/S,Aktieselskab,1959-01-31,2200-01-01
73279828,60,A/S,Aktieselskab,1983-07-15,2200-01-01
35255516,60,A/S,Aktieselskab,1985-06-19,2200-01-01
15516631,60,A/S,Aktieselskab,1991-10-01,2200-01-01
12695209,60,A/S,Aktieselskab,1988-12-30,2200-01-01
11987389,60,A/S,Aktieselskab,1988-03-01,2200-01-01
73201217,60,A/S,Aktieselskab,1983-05-11,2200-01-01
11968945,60,A/S,Aktieselskab,1988-01-01,2200-01-01
37120928,60,A/S,Aktieselskab,1942-01-05,2200-01-01
20715987,60,A/S,Aktieselskab,2009-12-22,2200-01-01
10157676,60,A/S,Aktieselskab,1986-02-17,2200-01-01
78867612,60,A/S,Aktieselskab,1985-09-10,2200-01-01
81317216,60,A/S,Aktieselskab,1977-06-29,2200-01-01
15646101,60,A/S,Aktieselskab,1991-11-01,2200-01-01
25829328,60,A/S,Aktieselskab,1981-10-09,2200-01-01
15150378,60,A/S,Aktieselskab,1991-05-01,2200-01-01
10240883,60,A/S,Aktieselskab,1986-02-17,2017-04-04
20212780,60,A/S,Aktieselskab,1998-01-09,2200-01-01
16261513,60,A/S,Aktieselskab,1964-06-22,2200-01-01
18939533,60,A/S,Aktieselskab,1995-11-01,2200-01-01
18591235,60,A/S,Aktieselskab,1995-04-01,2200-01-01
17262033,60,A/S,Aktieselskab,2005-05-12,2200-01-01
24257061,60,A/S,Aktieselskab,1993-05-01,2200-01-01
66441318,60,A/S,Aktieselskab,1980-11-03,2200-01-01
70627612,60,A/S,Aktieselskab,1982-11-01,2200-01-01
10413141,60,A/S,Aktieselskab,1986-08-28,2200-01-01
71014118,60,A/S,Aktieselskab,1982-04-30,2200-01-01
26271010,60,A/S,Aktieselskab,1966-11-15,2200-01-01
10837049,60,A/S,Aktieselskab,1987-04-02,2200-01-01
21265837,60,A/S,Aktieselskab,2011-06-16,2200-01-01
21030007,60,A/S,Aktieselskab,1998-06-11,2200-01-01
33971419,60,A/S,Aktieselskab,1971-07-15,2200-01-01
18814633,60,A/S,Aktieselskab,1995-06-27,2200-01-01
21388742,60,A/S,Aktieselskab,2001-05-15,2200-01-01
63965812,60,A/S,Aktieselskab,1911-03-28,2200-01-01
13897441,60,A/S,Aktieselskab,1990-02-01,2200-01-01
12376405,60,A/S,Aktieselskab,1988-08-01,2200-01-01
15701315,60,A/S,Aktieselskab,1962-09-13,2200-01-01
52365015,60,A/S,Aktieselskab,1975-06-30,2200-01-01
21552348,60,A/S,Aktieselskab,1999-02-09,2200-01-01
20293195,60,A/S,Aktieselskab,1997-09-01,2200-01-01
21105848,60,A/S,Aktieselskab,1998-09-07,2200-01-01
21628549,60,A/S,Aktieselskab,1999-03-04,2200-01-01
20921099,60,A/S,Aktieselskab,1998-03-30,2200-01-01
66852210,60,A/S,Aktieselskab,1981-01-15,2018-01-12
11757278,60,A/S,Aktieselskab,1987-12-22,2200-01-01
20148586,60,A/S,Aktieselskab,2001-05-30,2200-01-01
14414002,60,A/S,Aktieselskab,1990-07-01,2200-01-01
85551612,60,A/S,Aktieselskab,1978-12-01,2200-01-01
20912391,60,A/S,Aktieselskab,1998-05-29,2200-01-01
18635445,60,A/S,Aktieselskab,1995-06-14,2200-01-01
87226328,60,A/S,Aktieselskab,1979-02-22,2200-01-01
39632217,60,A/S,Aktieselskab,1972-03-23,2200-01-01
19353443,60,A/S,Aktieselskab,1996-06-26,2200-01-01
17639943,60,A/S,Aktieselskab,1994-01-01,2200-01-01
16092045,60,A/S,Aktieselskab,1992-05-04,2200-01-01
87613216,60,A/S,Aktieselskab,1981-12-03,2200-01-01
74914713,60,A/S,Aktieselskab,1984-04-25,2200-01-01
13234833,60,A/S,Aktieselskab,1989-07-01,2200-01-01
10367735,60,A/S,Aktieselskab,1986-08-15,2200-01-01
46596315,60,A/S,Aktieselskab,1976-09-07,2200-01-01
24208761,60,A/S,Aktieselskab,1999-06-24,2200-01-01
78520418,60,A/S,Aktieselskab,1985-04-15,2200-01-01
20533900,60,A/S,Aktieselskab,1997-12-12,2200-01-01
12825242,60,A/S,Aktieselskab,1989-02-01,2200-01-01
16988138,60,A/S,Aktieselskab,1993-04-02,2200-01-01
73342619,60,A/S,Aktieselskab,2000-01-10,2200-01-01
15208791,60,A/S,Aktieselskab,1991-05-01,2200-01-01
33391528,60,A/S,Aktieselskab,1971-06-30,2200-01-01
53686214,60,A/S,Aktieselskab,2013-05-27,2200-01-01
12803192,60,A/S,Aktieselskab,1989-02-23,2200-01-01
13637148,60,A/S,Aktieselskab,1989-11-01,2200-01-01
12616406,60,A/S,Aktieselskab,1989-01-01,2200-01-01
21018147,60,A/S,Aktieselskab,1998-06-30,2019-04-04
19587347,60,A/S,Aktieselskab,1996-06-26,2200-01-01
21825832,60,A/S,Aktieselskab,1999-06-25,2200-01-01
24077713,60,A/S,Aktieselskab,1930-06-18,2200-01-01
89805910,60,A/S,Aktieselskab,1982-01-21,2200-01-01
20002603,60,A/S,Aktieselskab,1997-04-01,2200-01-01
18455595,60,A/S,Aktieselskab,1995-03-01,2200-01-01
25185005,60,A/S,Aktieselskab,2000-01-28,2200-01-01
16202185,60,A/S,Aktieselskab,1992-06-22,2200-01-01
19344444,60,A/S,Aktieselskab,1996-06-18,2200-01-01
15660430,60,A/S,Aktieselskab,1991-11-01,2016-12-20
11909272,60,A/S,Aktieselskab,1988-01-01,2200-01-01
11142141,60,A/S,Aktieselskab,1987-06-01,2200-01-01
14799079,60,A/S,Aktieselskab,1990-12-19,2200-01-01
34564310,60,A/S,Aktieselskab,1970-03-19,2200-01-01
18609703,60,A/S,Aktieselskab,1995-05-19,2200-01-01
13451532,60,A/S,Aktieselskab,1989-08-01,2200-01-01
70282917,60,A/S,Aktieselskab,1973-12-17,2200-01-01
41333715,60,A/S,Aktieselskab,1922-04-22,2200-01-01
10269091,60,A/S,Aktieselskab,1986-05-20,2200-01-01
15915641,60,A/S,Aktieselskab,1992-01-02,2200-01-01
16174394,60,A/S,Aktieselskab,1992-03-01,2200-01-01
34565910,60,A/S,Aktieselskab,1975-12-30,2200-01-01
20864591,60,A/S,Aktieselskab,1998-06-04,2200-01-01
12485409,60,A/S,Aktieselskab,1988-10-01,2200-01-01
15027800,60,A/S,Aktieselskab,1991-03-08,2200-01-01
10019036,60,A/S,Aktieselskab,1985-11-25,2200-01-01
12485484,60,A/S,Aktieselskab,1988-10-01,2200-01-01
64011715,60,A/S,Aktieselskab,1948-07-21,2200-01-01
82675418,60,A/S,Aktieselskab,1979-09-14,2200-01-01
30165314,60,A/S,Aktieselskab,1970-12-31,2014-08-26
33487819,60,A/S,Aktieselskab,1971-08-26,2200-01-01
21262498,60,A/S,Aktieselskab,1998-07-01,2200-01-01
18660830,60,A/S,Aktieselskab,1995-07-01,2200-01-01
15106875,60,A/S,Aktieselskab,1991-05-01,2200-01-01
25361822,60,A/S,Aktieselskab,2000-05-11,2018-01-18
24257703,60,A/S,Aktieselskab,1999-09-06,2200-01-01
52953413,60,A/S,Aktieselskab,1975-06-30,2200-01-01
19570282,60,A/S,Aktieselskab,1996-06-26,2200-01-01
21658871,60,A/S,Aktieselskab,1999-05-11,2200-01-01
42938319,60,A/S,Aktieselskab,1962-06-26,2200-01-01
19435075,60,A/S,Aktieselskab,1996-08-01,2200-01-01
10420644,60,A/S,Aktieselskab,1986-06-23,2200-01-01
46357019,60,A/S,Aktieselskab,1972-11-24,2200-01-01
24336212,60,A/S,Aktieselskab,1936-06-16,2200-01-01
20665947,60,A/S,Aktieselskab,1998-01-01,2200-01-01
43253018,60,A/S,Aktieselskab,1927-06-13,2200-01-01
21048542,60,A/S,Aktieselskab,1997-12-12,2200-01-01
15016213,60,A/S,Aktieselskab,1960-02-17,2200-01-01
73790212,60,A/S,Aktieselskab,1983-10-01,2200-01-01
25461029,60,A/S,Aktieselskab,2000-06-16,2015-09-22
71612015,60,A/S,Aktieselskab,1983-02-08,2200-01-01
37118311,60,A/S,Aktieselskab,1999-10-16,2200-01-01
20304510,60,A/S,Aktieselskab,1958-01-06,2200-01-01
24208370,60,A/S,Aktieselskab,1999-06-24,2200-01-01
13917647,60,A/S,Aktieselskab,1990-01-01,2200-01-01
67328213,60,A/S,Aktieselskab,1981-09-11,2017-05-16
10036461,60,A/S,Aktieselskab,2000-06-16,2200-01-01
21276308,60,A/S,Aktieselskab,1998-05-01,2200-01-01
11772595,60,A/S,Aktieselskab,1998-01-16,2200-01-01
20287292,60,A/S,Aktieselskab,1997-08-01,2200-01-01
24213307,60,A/S,Aktieselskab,1999-10-06,2200-01-01
25535456,60,A/S,Aktieselskab,2000-07-04,2200-01-01
25587987,60,A/S,Aktieselskab,2000-08-23,2018-03-07
25587987,60,A/S,Aktieselskab,2018-04-06,2200-01-01
14322302,60,A/S,Aktieselskab,1990-07-02,2200-01-01
12852681,60,A/S,Aktieselskab,1989-02-01,2200-01-01
10282136,60,A/S,Aktieselskab,1986-05-10,2200-01-01
20438576,60,A/S,Aktieselskab,1997-10-01,2200-01-01
19519449,60,A/S,Aktieselskab,2000-06-28,2200-01-01
17554794,60,A/S,Aktieselskab,1993-12-30,2200-01-01
66920216,60,A/S,Aktieselskab,1932-02-24,2200-01-01
13619883,60,A/S,Aktieselskab,1989-11-10,2200-01-01
21804908,60,A/S,Aktieselskab,1999-06-29,2200-01-01
43624512,60,A/S,Aktieselskab,1960-12-15,2200-01-01
20659548,60,A/S,Aktieselskab,1997-11-10,2200-01-01
13824606,60,A/S,Aktieselskab,1990-01-01,2200-01-01
25624475,60,A/S,Aktieselskab,2000-01-01,2200-01-01
15694505,60,A/S,Aktieselskab,1991-12-01,2200-01-01
11871534,60,A/S,Aktieselskab,1988-01-22,2017-08-28
37394017,60,A/S,Aktieselskab,1971-11-20,2200-01-01
12578970,60,A/S,Aktieselskab,2000-05-08,2200-01-01
25706900,60,A/S,Aktieselskab,2000-11-06,2200-01-01
37750913,60,A/S,Aktieselskab,1941-12-16,2200-01-01
82542418,60,A/S,Aktieselskab,1977-06-30,2200-01-01
20114800,60,A/S,Aktieselskab,1997-05-07,2200-01-01
20684100,60,A/S,Aktieselskab,2008-06-06,2200-01-01
17261649,60,A/S,Aktieselskab,1993-09-01,2200-01-01
49625510,60,A/S,Aktieselskab,1974-06-27,2200-01-01
81260311,60,A/S,Aktieselskab,1977-06-06,2200-01-01
25191153,60,A/S,Aktieselskab,2000-04-14,2200-01-01
81203113,60,A/S,Aktieselskab,1979-10-15,2200-01-01
35012419,60,A/S,Aktieselskab,1972-01-01,2018-09-27
24932818,60,A/S,Aktieselskab,1981-08-29,2200-01-01
25780272,60,A/S,Aktieselskab,2000-12-05,2015-09-22
11077285,60,A/S,Aktieselskab,1987-06-29,2200-01-01
10047234,60,A/S,Aktieselskab,1985-11-01,2200-01-01
25533267,60,A/S,Aktieselskab,2000-07-14,2200-01-01
25859235,60,A/S,Aktieselskab,2009-06-03,2200-01-01
16758728,60,A/S,Aktieselskab,1960-10-14,2200-01-01
51452216,60,A/S,Aktieselskab,1974-07-31,2200-01-01
16441341,60,A/S,Aktieselskab,1992-10-01,2200-01-01
17468146,60,A/S,Aktieselskab,1993-12-01,2200-01-01
14376232,60,A/S,Aktieselskab,1990-07-01,2200-01-01
19200205,60,A/S,Aktieselskab,1996-02-24,2200-01-01
20979674,60,A/S,Aktieselskab,1998-05-19,2200-01-01
25242947,60,A/S,Aktieselskab,2000-02-29,2200-01-01
20100001,60,A/S,Aktieselskab,1997-05-26,2200-01-01
24257460,60,A/S,Aktieselskab,1999-04-01,2200-01-01
13398275,60,A/S,Aktieselskab,1989-08-01,2200-01-01
75082517,60,A/S,Aktieselskab,1984-06-29,2200-01-01
21038849,60,A/S,Aktieselskab,1998-03-30,2200-01-01
21126543,60,A/S,Aktieselskab,1998-09-01,2200-01-01
15233982,60,A/S,Aktieselskab,2000-10-31,2200-01-01
12503474,60,A/S,Aktieselskab,1988-10-01,2200-01-01
26017297,60,A/S,Aktieselskab,2001-04-26,2200-01-01
24213498,60,A/S,Aktieselskab,1999-10-01,2018-02-26
63524611,60,A/S,Aktieselskab,1980-12-19,2200-01-01
21620998,60,A/S,Aktieselskab,1999-03-19,2200-01-01
45177912,60,A/S,Aktieselskab,1972-12-12,2200-01-01
14728279,60,A/S,Aktieselskab,2005-09-22,2200-01-01
17316508,60,A/S,Aktieselskab,1993-09-24,2200-01-01
17268309,60,A/S,Aktieselskab,2002-05-31,2200-01-01
26032830,60,A/S,Aktieselskab,2001-04-24,2200-01-01
33307012,60,A/S,Aktieselskab,1971-09-23,2018-09-03
86476312,60,A/S,Aktieselskab,1979-04-27,2200-01-01
24257630,60,A/S,Aktieselskab,1999-09-08,2200-01-01
10810876,60,A/S,Aktieselskab,2000-01-27,2200-01-01
14808701,60,A/S,Aktieselskab,1990-10-31,2200-01-01
77164928,60,A/S,Aktieselskab,1984-02-15,2200-01-01
25802845,60,A/S,Aktieselskab,2000-12-01,2200-01-01
75152116,60,A/S,Aktieselskab,1984-06-26,2200-01-01
73192714,60,A/S,Aktieselskab,1983-05-25,2200-01-01
26084555,60,A/S,Aktieselskab,2001-06-08,2200-01-01
24205762,60,A/S,Aktieselskab,1999-10-01,2200-01-01
10126045,60,A/S,Aktieselskab,2008-04-15,2200-01-01
31346711,60,A/S,Aktieselskab,1932-03-17,2200-01-01
43119613,60,A/S,Aktieselskab,1975-12-19,2200-01-01
32224318,60,A/S,Aktieselskab,1970-06-25,2200-01-01
25493044,60,A/S,Aktieselskab,2000-06-30,2200-01-01
12103271,60,A/S,Aktieselskab,1988-05-01,2200-01-01
19433285,60,A/S,Aktieselskab,2008-01-12,2200-01-01
10658446,60,A/S,Aktieselskab,1987-01-01,2200-01-01
77107010,60,A/S,Aktieselskab,1984-12-18,2200-01-01
18068982,60,A/S,Aktieselskab,1994-10-01,2200-01-01
69395015,60,A/S,Aktieselskab,1982-09-06,2200-01-01
12259387,60,A/S,Aktieselskab,1988-06-01,2200-01-01
26059976,60,A/S,Aktieselskab,2001-04-20,2200-01-01
18711605,60,A/S,Aktieselskab,1995-06-26,2200-01-01
56759913,60,A/S,Aktieselskab,1950-10-14,2200-01-01
25585216,60,A/S,Aktieselskab,2008-11-30,2014-05-04
21018392,60,A/S,Aktieselskab,1998-06-30,2018-09-01
11258441,60,A/S,Aktieselskab,1987-09-25,2017-09-08
26101409,60,A/S,Aktieselskab,2001-06-22,2200-01-01
12700377,60,A/S,Aktieselskab,1988-12-01,2200-01-01
21751677,60,A/S,Aktieselskab,1999-05-12,2200-01-01
10280680,60,A/S,Aktieselskab,1986-05-05,2200-01-01
17689037,60,A/S,Aktieselskab,1994-03-15,2200-01-01
64027328,60,A/S,Aktieselskab,1981-01-14,2200-01-01
16177806,60,A/S,Aktieselskab,1992-06-17,2200-01-01
15912200,60,A/S,Aktieselskab,1992-02-01,2200-01-01
14246991,60,A/S,Aktieselskab,1990-06-01,2200-01-01
25784413,60,A/S,Aktieselskab,2000-12-11,2200-01-01
10701732,60,A/S,Aktieselskab,1987-01-01,2200-01-01
16173592,60,A/S,Aktieselskab,1992-03-01,2200-01-01
83933410,60,A/S,Aktieselskab,1978-05-15,2200-01-01
63670928,60,A/S,Aktieselskab,1980-12-01,2200-01-01
56366717,60,A/S,Aktieselskab,2002-09-12,2200-01-01
25281675,60,A/S,Aktieselskab,2001-03-06,2200-01-01
26439299,60,A/S,Aktieselskab,2002-02-01,2017-05-26
15911891,60,A/S,Aktieselskab,1992-05-01,2200-01-01
56759514,60,A/S,Aktieselskab,1962-02-10,2200-01-01
16988774,60,A/S,Aktieselskab,1993-05-01,2200-01-01
13247439,60,A/S,Aktieselskab,1989-07-01,2200-01-01
25289846,60,A/S,Aktieselskab,2000-03-31,2200-01-01
52020212,60,A/S,Aktieselskab,1975-03-12,2200-01-01
63053112,60,A/S,Aktieselskab,1947-07-09,2200-01-01
33211317,60,A/S,Aktieselskab,1967-06-15,2200-01-01
25193822,60,A/S,Aktieselskab,2000-02-03,2200-01-01
24209016,60,A/S,Aktieselskab,1999-06-28,2200-01-01
16993085,60,A/S,Aktieselskab,1993-04-01,2200-01-01
11811493,60,A/S,Aktieselskab,1988-01-01,2200-01-01
45737810,60,A/S,Aktieselskab,1958-12-18,2200-01-01
11426638,60,A/S,Aktieselskab,1987-07-01,2200-01-01
19265471,60,A/S,Aktieselskab,1996-04-01,2200-01-01
26392802,60,A/S,Aktieselskab,2001-12-27,2017-01-26
63644919,60,A/S,Aktieselskab,1956-12-03,2200-01-01
13228345,60,A/S,Aktieselskab,1989-05-01,2200-01-01
20091177,60,A/S,Aktieselskab,1997-04-18,2200-01-01
13574731,60,A/S,Aktieselskab,1989-10-15,2200-01-01
63557218,60,A/S,Aktieselskab,1967-10-02,2200-01-01
87220710,60,A/S,Aktieselskab,1982-12-08,2200-01-01
15107707,60,A/S,Aktieselskab,1991-04-01,2200-01-01
20856572,60,A/S,Aktieselskab,1998-05-20,2015-10-23
65602911,60,A/S,Aktieselskab,1981-06-16,2200-01-01
19562972,60,A/S,Aktieselskab,1996-09-01,2200-01-01
26314119,60,A/S,Aktieselskab,2001-11-01,2200-01-01
24205495,60,A/S,Aktieselskab,1999-09-14,2018-04-17
16444286,60,A/S,Aktieselskab,1992-06-20,2200-01-01
84164828,60,A/S,Aktieselskab,1978-05-12,2200-01-01
19446603,60,A/S,Aktieselskab,1996-06-28,2200-01-01
25245369,60,A/S,Aktieselskab,2000-03-02,2200-01-01
12546106,60,A/S,Aktieselskab,1988-09-01,2200-01-01
84300519,60,A/S,Aktieselskab,1977-05-01,2200-01-01
10063639,60,A/S,Aktieselskab,1985-12-09,2200-01-01
56353828,60,A/S,Aktieselskab,1984-08-28,2019-06-06
15028882,60,A/S,Aktieselskab,1991-03-06,2200-01-01
57068515,60,A/S,Aktieselskab,1962-01-11,2200-01-01
75007116,60,A/S,Aktieselskab,1984-05-15,2200-01-01
73693918,60,A/S,Aktieselskab,1984-05-11,2200-01-01
44883112,60,A/S,Aktieselskab,1954-05-10,2200-01-01
25051394,60,A/S,Aktieselskab,1999-11-19,2200-01-01
80974612,60,A/S,Aktieselskab,1984-10-10,2200-01-01
33546815,60,A/S,Aktieselskab,1972-06-30,2200-01-01
25019946,60,A/S,Aktieselskab,1999-11-11,2200-01-01
17588397,60,A/S,Aktieselskab,1994-01-28,2200-01-01
20652470,60,A/S,Aktieselskab,1997-12-19,2200-01-01
87210715,60,A/S,Aktieselskab,1979-02-01,2200-01-01
13235686,60,A/S,Aktieselskab,1989-07-01,2200-01-01
73528712,60,A/S,Aktieselskab,1984-02-07,2200-01-01
26135567,60,A/S,Aktieselskab,2001-07-02,2200-01-01
15765542,60,A/S,Aktieselskab,1992-01-01,2200-01-01
25797981,60,A/S,Aktieselskab,2000-12-18,2200-01-01
20470445,60,A/S,Aktieselskab,1997-11-01,2200-01-01
20133740,60,A/S,Aktieselskab,2007-07-18,2200-01-01
21744689,60,A/S,Aktieselskab,2000-04-11,2200-01-01
21243604,60,A/S,Aktieselskab,2014-05-20,2200-01-01
26694027,60,A/S,Aktieselskab,2003-01-15,2200-01-01
43622811,60,A/S,Aktieselskab,1962-07-12,2016-04-19
20625430,60,A/S,Aktieselskab,1998-01-15,2200-01-01
26109884,60,A/S,Aktieselskab,2001-07-01,2200-01-01
34934819,60,A/S,Aktieselskab,1971-12-16,2200-01-01
21664731,60,A/S,Aktieselskab,2003-05-06,2200-01-01
25481968,60,A/S,Aktieselskab,2000-06-26,2200-01-01
34905010,60,A/S,Aktieselskab,1971-03-18,2017-02-08
25489500,60,A/S,Aktieselskab,2000-06-30,2014-08-25
67237013,60,A/S,Aktieselskab,2000-05-30,2200-01-01
18240408,60,A/S,Aktieselskab,1994-12-23,2200-01-01
15113197,60,A/S,Aktieselskab,1991-04-01,2200-01-01
21588687,60,A/S,Aktieselskab,2002-10-01,2200-01-01
26926130,60,A/S,Aktieselskab,2002-12-18,2200-01-01
19070174,60,A/S,Aktieselskab,1996-01-30,2200-01-01
64432818,60,A/S,Aktieselskab,1948-09-29,2200-01-01
13069735,60,A/S,Aktieselskab,1989-05-19,2018-02-09
82526811,60,A/S,Aktieselskab,1977-06-20,2200-01-01
89699428,60,A/S,Aktieselskab,1982-03-18,2200-01-01
18759136,60,A/S,Aktieselskab,1995-08-11,2200-01-01
49699212,60,A/S,Aktieselskab,1959-08-29,2200-01-01
83591528,60,A/S,Aktieselskab,1980-12-30,2200-01-01
26322162,60,A/S,Aktieselskab,2007-03-15,2015-01-12
73045215,60,A/S,Aktieselskab,1983-11-01,2200-01-01
16151076,60,A/S,Aktieselskab,2002-05-30,2200-01-01
16930709,60,A/S,Aktieselskab,1993-03-01,2016-05-03
60006016,60,A/S,Aktieselskab,1981-08-01,2200-01-01
26918480,60,A/S,Aktieselskab,2002-12-03,2015-12-18
10238935,60,A/S,Aktieselskab,1986-05-20,2200-01-01
26508347,60,A/S,Aktieselskab,2002-03-04,2200-01-01
18936488,60,A/S,Aktieselskab,1995-11-01,2200-01-01
70854910,60,A/S,Aktieselskab,1982-04-21,2200-01-01
10315700,60,A/S,Aktieselskab,1986-07-01,2200-01-01
10123518,60,A/S,Aktieselskab,2003-01-22,2200-01-01
34683212,60,A/S,Aktieselskab,1954-10-20,2200-01-01
22629115,60,A/S,Aktieselskab,1947-09-30,2200-01-01
26884640,60,A/S,Aktieselskab,2002-11-26,2200-01-01
20882182,60,A/S,Aktieselskab,1998-05-31,2200-01-01
16997145,60,A/S,Aktieselskab,1993-05-17,2200-01-01
26770254,60,A/S,Aktieselskab,2002-06-24,2200-01-01
15538201,60,A/S,Aktieselskab,1991-10-23,2200-01-01
25482190,60,A/S,Aktieselskab,2000-06-30,2200-01-01
89622816,60,A/S,Aktieselskab,1980-03-31,2200-01-01
18334305,60,A/S,Aktieselskab,1995-02-03,2200-01-01
27215548,60,A/S,Aktieselskab,2003-05-19,2200-01-01
26899737,60,A/S,Aktieselskab,2002-12-04,2200-01-01
55637318,60,A/S,Aktieselskab,1963-02-09,2200-01-01
41955619,60,A/S,Aktieselskab,1972-12-12,2200-01-01
27253857,60,A/S,Aktieselskab,2003-07-11,2200-01-01
27180019,60,A/S,Aktieselskab,2003-05-23,2200-01-01
12071892,60,A/S,Aktieselskab,1988-04-01,2200-01-01
26121264,60,A/S,Aktieselskab,2004-02-09,2200-01-01
20981075,60,A/S,Aktieselskab,1998-06-26,2200-01-01
26815878,60,A/S,Aktieselskab,2002-10-09,2200-01-01
16271241,60,A/S,Aktieselskab,1992-07-01,2200-01-01
23980010,60,A/S,Aktieselskab,1969-03-12,2200-01-01
65782928,60,A/S,Aktieselskab,1981-07-01,2200-01-01
21093793,60,A/S,Aktieselskab,1998-05-01,2200-01-01
27249906,60,A/S,Aktieselskab,2003-06-26,2200-01-01
78930128,60,A/S,Aktieselskab,1985-09-16,2200-01-01
79164828,60,A/S,Aktieselskab,1999-11-30,2200-01-01
25328949,60,A/S,Aktieselskab,2000-07-05,2200-01-01
27241654,60,A/S,Aktieselskab,2003-07-04,2016-01-26
26161061,60,A/S,Aktieselskab,2001-06-29,2200-01-01
21745448,60,A/S,Aktieselskab,2000-11-25,2200-01-01
27306373,60,A/S,Aktieselskab,2003-08-19,2200-01-01
18627906,60,A/S,Aktieselskab,1995-05-08,2200-01-01
21624306,60,A/S,Aktieselskab,1999-04-01,2200-01-01
25351738,60,A/S,Aktieselskab,2002-09-10,2200-01-01
66365328,60,A/S,Aktieselskab,1980-09-30,2200-01-01
27355943,60,A/S,Aktieselskab,2007-12-13,2200-01-01
10970636,60,A/S,Aktieselskab,1987-07-01,2200-01-01
12561113,60,A/S,Aktieselskab,1964-12-08,2200-01-01
83940816,60,A/S,Aktieselskab,1978-03-31,2200-01-01
27439977,60,A/S,Aktieselskab,2003-11-18,2200-01-01
62725214,60,A/S,Aktieselskab,1900-01-01,2200-01-01
37537314,60,A/S,Aktieselskab,1971-12-28,2200-01-01
15883944,60,A/S,Aktieselskab,1992-01-01,2200-01-01
20420480,60,A/S,Aktieselskab,1997-06-03,2200-01-01
15777249,60,A/S,Aktieselskab,1991-12-12,2200-01-01
55595410,60,A/S,Aktieselskab,1953-12-21,2200-01-01
54480911,60,A/S,Aktieselskab,1975-12-16,2200-01-01
73448913,60,A/S,Aktieselskab,1983-12-16,2018-02-16
78401419,60,A/S,Aktieselskab,1985-05-09,2019-06-03
18628139,60,A/S,Aktieselskab,1995-06-28,2200-01-01
27385354,60,A/S,Aktieselskab,2003-10-01,2200-01-01
49413610,60,A/S,Aktieselskab,1974-09-10,2200-01-01
18652498,60,A/S,Aktieselskab,1995-07-01,2014-01-21
19641376,60,A/S,Aktieselskab,1996-10-01,2200-01-01
58811211,60,A/S,Aktieselskab,1982-04-15,2200-01-01
27065333,60,A/S,Aktieselskab,2003-03-17,2200-01-01
31816211,60,A/S,Aktieselskab,2003-02-07,2200-01-01
20690003,60,A/S,Aktieselskab,1998-01-01,2200-01-01
25256875,60,A/S,Aktieselskab,1999-06-17,2200-01-01
11773397,60,A/S,Aktieselskab,1987-06-26,2200-01-01
17557742,60,A/S,Aktieselskab,1993-12-20,2018-11-28
16545996,60,A/S,Aktieselskab,1992-11-30,2200-01-01
17974246,60,A/S,Aktieselskab,1999-10-13,2200-01-01
12903545,60,A/S,Aktieselskab,1989-03-29,2200-01-01
19778649,60,A/S,Aktieselskab,2003-08-01,2200-01-01
14763082,60,A/S,Aktieselskab,1990-12-20,2200-01-01
19527247,60,A/S,Aktieselskab,1996-09-18,2200-01-01
11402305,60,A/S,Aktieselskab,1987-09-28,2200-01-01
25293606,60,A/S,Aktieselskab,2000-03-31,2200-01-01
18262584,60,A/S,Aktieselskab,1994-12-27,2200-01-01
25254090,60,A/S,Aktieselskab,2000-03-15,2200-01-01
84449415,60,A/S,Aktieselskab,1978-06-29,2200-01-01
27384404,60,A/S,Aktieselskab,2003-09-29,2200-01-01
15044470,60,A/S,Aktieselskab,1991-05-01,2200-01-01
27582206,60,A/S,Aktieselskab,2004-01-30,2200-01-01
25317181,60,A/S,Aktieselskab,2000-04-15,2200-01-01
10114969,60,A/S,Aktieselskab,2003-01-15,2200-01-01
25382269,60,A/S,Aktieselskab,2000-04-19,2200-01-01
25776380,60,A/S,Aktieselskab,2000-12-01,2200-01-01
27616127,60,A/S,Aktieselskab,2004-02-27,2200-01-01
25798902,60,A/S,Aktieselskab,2000-12-19,2200-01-01
11167780,60,A/S,Aktieselskab,1987-09-01,2200-01-01
16265640,60,A/S,Aktieselskab,2019-01-25,2200-01-01
21427993,60,A/S,Aktieselskab,2008-04-22,2018-10-29
